342-342-621= -621
431-986+106= -449
54+401)562= ERROR
506*651+312= 329718
417*509(982= ERROR
354)52)23= ERROR
319+537-249= 607
611*595-453= 363092
526(744-219= ERROR
444(446*395= ERROR
729*791*293= 168955227
215*316+560= 68500
702)621)348= ERROR
345(764*144= ERROR
725)398)304= ERROR
260-97-354= -191
909)795)797= ERROR
695-874)968= ERROR
401(267)578= ERROR
927(958-459= ERROR
665+467-915= 217
642+91+233= 966
506+971*981= 953057
18+371(201= ERROR
121*470)761= ERROR
122*134+292= 16640
852-392+511= 971
724(385*455= ERROR
394)273(291= ERROR
747-964(286= ERROR
935*936+394= 875554
293-321*180= -57487
602)38-639= ERROR
43*358(60= ERROR
329(884)241= ERROR
152+367+813= 1332
13(199-108= ERROR
453+781(970= ERROR
749)193(608= ERROR
637*161(97= ERROR
788(747+38= ERROR
480+777-970= 287
950(456-801= ERROR
147)987+253= ERROR
745+17)186= ERROR
740-334+407= 813
954)47+734= ERROR
770+51)112= ERROR
317*427(40= ERROR
528*285(487= ERROR
741-906(911= ERROR
674+827*174= 144572
115+10)73= ERROR
69-967*900= -870231
894)700)126= ERROR
793*582*278= 128304228
258*159-148= 40874
239)189-671= ERROR
592(398*246= ERROR
426+900*100= 90426
150-83+499= 566
429(103+394= ERROR
511)557+948= ERROR
368*771)845= ERROR
976(918)757= ERROR
692*733*266= 134924776
915(847*882= ERROR
612(189*760= ERROR
700(194*722= ERROR
13-329-539= -855
764(789(996= ERROR
867(214)244= ERROR
546*494+533= 270257
592)560*950= ERROR
355)152(724= ERROR
563)627-512= ERROR
183+33-834= -618
813)583(134= ERROR
129*273+427= 35644
983)593+311= ERROR
583*46+750= 27568
357+383-803= -63
625(166+263= ERROR
587*468+197= 274913
748*563*608= 256043392
323*256)833= ERROR
453(869*649= ERROR
62(696(102= ERROR
944(977)524= ERROR
925*400-368= 369632
96)961+911= ERROR
185*879)450= ERROR
227)661)396= ERROR
497-39-137= 321
55)3*55= ERROR
413(910)939= ERROR
258*635(877= ERROR
496-82*319= -25662
790*532+726= 421006
172*887)71= ERROR
884*63)693= ERROR
936-359-448= 129
845(365-731= ERROR
651+587+263= 1501
545(177-738= ERROR
602(285(857= ERROR
988*367)826= ERROR
985(485(371= ERROR
119(252-199= ERROR
202)344)870= ERROR
271)697(157= ERROR
702)314)912= ERROR
32*803)19= ERROR
640+133(698= ERROR
492)967*586= ERROR
828(87(96= ERROR
14+381(501= ERROR
864*877-718= 757010
43+433*972= 420919
742-635-663= -556
251)433(40= ERROR
443)267+140= ERROR
40(764*925= ERROR
122+499+224= 845
821*137(168= ERROR
901(660(530= ERROR
399+285)910= ERROR
555-850(32= ERROR
718+587-737= 568
723+468)867= ERROR
292+376(174= ERROR
476)989+486= ERROR
145(90)144= ERROR
95(164(404= ERROR
525)58-423= ERROR
475(548(402= ERROR
13(267(253= ERROR
566(540-681= ERROR
795(114-41= ERROR
759-38+319= 1040
658*96+450= 63618
648-169*275= -45827
845(431+94= ERROR
861+21+637= 1519
713-986-567= -840
276-576+261= -39
375)811+675= ERROR
66-249-226= -409
554-337)172= ERROR
191(363(610= ERROR
766*356(518= ERROR
315+710)709= ERROR
447)522(200= ERROR
613)495)568= ERROR
825*199)220= ERROR
566)789)173= ERROR
263+207-717= -247
566*565)173= ERROR
683(927+133= ERROR
642*405)670= ERROR
425+480+385= 1290
422+386)587= ERROR
518*16*661= 5478368
388*950-898= 367702
730*190-440= 138260
743(754*944= ERROR
420*959*39= 15708420
139-361)702= ERROR
858*410*504= 177297120
900(170(106= ERROR
538+867+815= 2220
540(696)956= ERROR
109-641+933= 401
869(632*983= ERROR
360)348)614= ERROR
467)373(191= ERROR
481*392-710= 187842
935+250-646= 539
93-555-523= -985
85(55)585= ERROR
132+592)422= ERROR
985*747(411= ERROR
148-97-385= -334
337)213(315= ERROR
787*12)363= ERROR
533+480+282= 1295
930-990+573= 513
965(669)848= ERROR
959+623(581= ERROR
196*49*513= 4926852
876-298)855= ERROR
796(206)495= ERROR
869)825)508= ERROR
629-936(707= ERROR
845)216-65= ERROR
348)908+955= ERROR
84)733*658= ERROR
469-261-729= -521
469-109)772= ERROR
939(199+577= ERROR
453)916-319= ERROR
558+983(67= ERROR
266+254+926= 1446
307-176-511= -380
269-279(917= ERROR
979)594)724= ERROR
755+379-184= 950
298(458*17= ERROR
220*400)194= ERROR
615*597+589= 367744
866(249+12= ERROR
467+14-504= -23
890(994*663= ERROR
768-371*450= -166182
472(792+744= ERROR
400+210*401= 84610
510)191(764= ERROR
170*740-308= 125492
291+250(323= ERROR
566*219-48= 123906
445-861)201= ERROR
936*231-756= 215460
376)978*202= ERROR
214+517(191= ERROR
369(477*468= ERROR
473)723-498= ERROR
353(492)269= ERROR
431)531*698= ERROR
791*911)957= ERROR
723+863+250= 1836
316*926*617= 180544072
700-843)873= ERROR
863(467*642= ERROR
378+680*111= 75858
31+163*936= 152599
613-758*996= -754355
326+961*791= 760477
630+568+590= 1788
833-328-733= -228
548(768-908= ERROR
57(634)330= ERROR
262-353-613= -704
901-974+497= 424
632*384)930= ERROR
219+713*334= 238361
332+36(795= ERROR
353(646-858= ERROR
333*129-208= 42749
584-41(943= ERROR
516(228+370= ERROR
374*711)468= ERROR
883*94+349= 83351
255-239(139= ERROR
1(443+218= ERROR
238-64)20= ERROR
481(3)889= ERROR
775+130+472= 1377
809(595-205= ERROR
737(143(313= ERROR
535*434-217= 231973
799*239(915= ERROR
155*790-735= 121715
844+448*197= 89100
941)783*65= ERROR
886-156(511= ERROR
342)199*826= ERROR
531-991)470= ERROR
663)920*301= ERROR
664(875(858= ERROR
157(429*377= ERROR
576)557+486= ERROR
765)674(179= ERROR
786+428*232= 100082
387*417*604= 97472916
289*166-783= 47191
788)494)731= ERROR
57+27-770= -686
780-308+872= 1344
729*400*453= 132094800
736*527(826= ERROR
794-547(944= ERROR
940(197-511= ERROR
968+589*313= 185325
830*738)652= ERROR
204(54)304= ERROR
530-335-456= -261
3+655(676= ERROR
955+689+298= 1942
652-558*704= -392180
859*803)811= ERROR
683-866-114= -297
204+864(270= ERROR
844+987+975= 2806
287)272+125= ERROR
464-324-507= -367
511(573-814= ERROR
176)875+136= ERROR
253+907(873= ERROR
211-504*937= -472037
168+832)953= ERROR
851+758*357= 271457
949*934+972= 887338
951(775(967= ERROR
519)994-759= ERROR
922+521(563= ERROR
439(865)259= ERROR
113-56-835= -778
456(242(837= ERROR
209*212*214= 9481912
879+309(129= ERROR
588+814-126= 1276
658-293+393= 758
918(624-566= ERROR
359+530*3= 1949
518+690)32= ERROR
620-332(263= ERROR
338-592(763= ERROR
23+218-988= -747
415)375)901= ERROR
737+624)567= ERROR
915(961+341= ERROR
762+879*726= 638916
759)806)650= ERROR
345*214)706= ERROR
681-493-722= -534
279(383*854= ERROR
468-796)264= ERROR
453+298*820= 244813
526+467-109= 884
310(161(985= ERROR
280(735(358= ERROR
455)558*992= ERROR
326*419+832= 137426
428+927+906= 2261
990-154(41= ERROR
999-409*430= -174871
3)425*727= ERROR
98+520*318= 165458
296-356(438= ERROR
168+548)41= ERROR
898(474-645= ERROR
301*697-606= 209191
896-394-526= -24
12)176+618= ERROR
776)874+757= ERROR
940*872)849= ERROR
200)304*680= ERROR
877*603)287= ERROR
81+302+93= 476
328-613*647= -396283
289)159+838= ERROR
668-695)315= ERROR
283+320-840= -237
142)615*73= ERROR
909)49-458= ERROR
413)524(806= ERROR
960)8-223= ERROR
367(476-560= ERROR
747-92(271= ERROR
901)254+759= ERROR
11(856+683= ERROR
705-386(963= ERROR
614*18*495= 5470740
928(765(285= ERROR
497)42+453= ERROR
773+275+942= 1990
406*148+420= 60508
496+848(820= ERROR
871*395*33= 11353485
378+96-593= -119
687(340(468= ERROR
813*752(621= ERROR
157*596*878= 82156216
499-386-659= -546
71-404+955= 622
811-741(259= ERROR
423(468)665= ERROR
314)167-410= ERROR
467+375*393= 147842
908)286+642= ERROR
143*465+822= 67317
807)464+149= ERROR
219)622(254= ERROR
254+237+271= 762
850*405)875= ERROR
552)488-328= ERROR
533(507)684= ERROR
1)723*389= ERROR
167(784)594= ERROR
877*238*767= 160092842
185*591*857= 93700095
119+563)780= ERROR
345+98(795= ERROR
918(956(117= ERROR
696)114+976= ERROR
727-16(190= ERROR
526(141+626= ERROR
362-959(762= ERROR
880*784+5= 689925
484*862)18= ERROR
299*112(76= ERROR
130*411+542= 53972
889(668(933= ERROR
676-724)359= ERROR
977+805)212= ERROR
379-644*231= -148385
559+679-921= 317
697)356-237= ERROR
656(746+918= ERROR
677(882)967= ERROR
512)792-616= ERROR
141(43-494= ERROR
964+822)585= ERROR
510*951-470= 484540
596*343*651= 133082628
817+135+964= 1916
542+161+788= 1491
365+100)549= ERROR
405*252-193= 101867
577*134-62= 77256
812+565*465= 263537
565)845+37= ERROR
108(21+445= ERROR
146+331)613= ERROR
101*299)130= ERROR
437)730)467= ERROR
666-916*546= -499470
614*34(87= ERROR
717*665*689= 328518645
739-895(698= ERROR
485-167(116= ERROR
570-952(619= ERROR
94)434)176= ERROR
449*22)852= ERROR
709+580*73= 43049
51+229+596= 876
417+981+912= 2310
942(581*677= ERROR
610)824+91= ERROR
84(321-529= ERROR
918*501+357= 460275
551(377)489= ERROR
338)461+267= ERROR
730+691(470= ERROR
217)609*968= ERROR
727-1-62= 664
467+749)939= ERROR
86-234*576= -134698
556*503*760= 212547680
874(810-246= ERROR
77-34)148= ERROR
737)238(783= ERROR
944)502)338= ERROR
148(962(791= ERROR
377)572(800= ERROR
571*806(412= ERROR
416-568-378= -530
305)277)568= ERROR
725+60*610= 37325
781)611(774= ERROR
602+837(198= ERROR
855(662(63= ERROR
721+106-74= 753
287)198+353= ERROR
930(756*102= ERROR
233+139*105= 14828
970(600*197= ERROR
960)520+229= ERROR
308+376*691= 260124
739-560(443= ERROR
228*936)950= ERROR
345)879*802= ERROR
660*48-679= 31001
946)795*641= ERROR
429*499(644= ERROR
44-392+252= -96
979)434+77= ERROR
277+50(355= ERROR
690(696(850= ERROR
978*641-408= 626490
189+423(468= ERROR
431-799-611= -979
702*42(307= ERROR
54(276)825= ERROR
777(794*655= ERROR
967+838(31= ERROR
531-24+848= 1355
437*78+369= 34455
757+47-749= 55
689)418*991= ERROR
211+115+22= 348
732(988*820= ERROR
878-927*709= -656365
22-510*134= -68318
77-294(846= ERROR
629(832(947= ERROR
590)595(161= ERROR
328+324)589= ERROR
843-996)425= ERROR
495*155-149= 76576
501(323+965= ERROR
216)522+724= ERROR
858+990*654= 648318
351-366-779= -794
969(707-509= ERROR
68(698-981= ERROR
751*368)105= ERROR
500)725-59= ERROR
76(83-274= ERROR
115(350)547= ERROR
348*376(105= ERROR
558-43(268= ERROR
264+577*407= 235103
411+550+417= 1378
465(41)749= ERROR
430-584+531= 377
814*221+307= 180201
359-953-464= -1058
848+998*838= 837172
78)556*920= ERROR
437+920(824= ERROR
229(555*247= ERROR
507-377*276= -103545
586+532-358= 760
399*683)584= ERROR
59-816-882= -1639
428-237-145= 46
204+692-401= 495
906*108-751= 97097
761(582-84= ERROR
620(807(206= ERROR
207-875-912= -1580
767(382+537= ERROR
209*902(921= ERROR
799*930)606= ERROR
970*712*885= 611216400
577-415(784= ERROR
797)850)337= ERROR
62*294+87= 18315
492)416-990= ERROR
984*68(239= ERROR
66)607(318= ERROR
623(242*706= ERROR
898*281-435= 251903
377-648)999= ERROR
816*613)803= ERROR
237)9-459= ERROR
474)951+997= ERROR
54(562(861= ERROR
917-575)726= ERROR
930+959-355= 1534
614+787-737= 664
60)803+906= ERROR
257(996*115= ERROR
433)886*827= ERROR
17)514(712= ERROR
839)920)932= ERROR
720-945(693= ERROR
432+603-206= 829
571(770(66= ERROR
794(441*742= ERROR
298)743(617= ERROR
681)935-570= ERROR
208*561+328= 117016
190*833(178= ERROR
718-149*737= -109095
498(21-703= ERROR
485)154-224= ERROR
620*405(513= ERROR
766(174)229= ERROR
172)320*700= ERROR
237*138-915= 31791
553-446*639= -284441
469+869+461= 1799
74-589(763= ERROR
200(180+684= ERROR
165*472+629= 78509
531)15(311= ERROR
830)503+978= ERROR
55)60)339= ERROR
969)330*898= ERROR
518)747(396= ERROR
340(552)333= ERROR
368(47-623= ERROR
834(727-221= ERROR
970+995*592= 590010
556*486(633= ERROR
377)117*744= ERROR
610*447*627= 170964090
315-873+687= 129
450(653*200= ERROR
855*29-523= 24272
545)613+983= ERROR
80*909(691= ERROR
246-185*542= -100024
557(912(403= ERROR
956-515+107= 548
560(915(948= ERROR
997)879*426= ERROR
200*680-877= 135123
901*852+607= 768259
253)202(628= ERROR
574+74)137= ERROR
514)364+703= ERROR
747+248-738= 257
421(110+981= ERROR
291+314+401= 1006
948-993*826= -819270
850*414*230= 80937000
158*899-32= 142010
514-243)732= ERROR
22*331(131= ERROR
77)925*716= ERROR
142)828-137= ERROR
920+241+21= 1182
451*472-515= 212357
202-512*967= -494902
161*411*758= 50157618
928+728*186= 136336
940-300*148= -43460
659-904)608= ERROR
760-144*505= -71960
560+653(450= ERROR
241+541-218= 564
220*925(551= ERROR
13+574)295= ERROR
893)586)58= ERROR
34-85-434= -485
782(288(603= ERROR
666(549*234= ERROR
276)789+994= ERROR
279+170*236= 40399
499)475+907= ERROR
334(684-880= ERROR
207-182-254= -229
986(174*106= ERROR
885-185(75= ERROR
132(672*277= ERROR
721+900-579= 1042
991-479-426= 86
908(898)904= ERROR
527*301(879= ERROR
814*399+61= 324847
778*829-172= 644790
72*163)775= ERROR
909(329*614= ERROR
458+726(195= ERROR
95+73*157= 11556
689(580*113= ERROR
721)727-38= ERROR
676*123(308= ERROR
204*89*574= 10421544
257+326)644= ERROR
25*826-36= 20614
703+664(698= ERROR
15-859)970= ERROR
168*834*567= 79443504
464+508+807= 1779
552-195(40= ERROR
798-959(65= ERROR
466(943(117= ERROR
932-532)12= ERROR
176+143+155= 474
843+755*800= 604843
998(588(597= ERROR
750(388(461= ERROR
733*871-397= 638046
590)772-488= ERROR
720-342*342= -116244
600+613+405= 1618
108(900+476= ERROR
493-443)95= ERROR
477*853+499= 407380
55*326(180= ERROR
749-289+988= 1448
824-813*230= -186166
681+286-844= 123
728*861*407= 255110856
307)188*240= ERROR
785+483+399= 1667
362)485(672= ERROR
217+163-207= 173
894)52(471= ERROR
262(496(608= ERROR
419(994-913= ERROR
244+988-476= 756
258)585(243= ERROR
521)983+227= ERROR
128(658)172= ERROR
371*180*785= 52422300
303+485*930= 451353
266(619(591= ERROR
700+836*650= 544100
597-396+26= 227
390(870(189= ERROR
116-95-239= -218
625+87-591= 121
331-870*883= -767879
612-391(616= ERROR
571*25)342= ERROR
223+894-369= 748
732(703+563= ERROR
547)825+602= ERROR
612-189)619= ERROR
560(173+813= ERROR
424+841*649= 546233
559(66)942= ERROR
612+619)43= ERROR
359(133+608= ERROR
594(678-155= ERROR
187(691)215= ERROR
507+102*541= 55689
323(748-983= ERROR
851(747*88= ERROR
204*808-535= 164297
381-797-665= -1081
402)397(93= ERROR
758*227+163= 172229
840*273*686= 157313520
657*320)956= ERROR
267+384)354= ERROR
485)568*949= ERROR
926*524+240= 485464
49-293*768= -224975
422)73(637= ERROR
544)598+348= ERROR
575)962(20= ERROR
165-675)652= ERROR
564-106)20= ERROR
561(89(785= ERROR
702*226+638= 159290
579+853*946= 807517
436)148-726= ERROR
370(547+632= ERROR
804-756+796= 844
669-748)870= ERROR
260)363(548= ERROR
217+534(873= ERROR
101*299-843= 29356
415*338)520= ERROR
376+789(460= ERROR
492)681+175= ERROR
226+907+512= 1645
783*696)153= ERROR
564+337*901= 304201
73)429-217= ERROR
741+893(617= ERROR
403*26-963= 9515
410*493*439= 88735070
166(903(293= ERROR
21)389)18= ERROR
868(382+924= ERROR
311)177)971= ERROR
933(820(123= ERROR
78-555(888= ERROR
376+429*256= 110200
191)574-881= ERROR
98-838(409= ERROR
640)333-800= ERROR
413-593+111= -69
850(234*860= ERROR
456)740(325= ERROR
358+85(472= ERROR
343(271-732= ERROR
835+137+566= 1538
800(491+806= ERROR
515(851*421= ERROR
945*41)408= ERROR
258-446(330= ERROR
451+87)47= ERROR
108-356+956= 708
27)271-203= ERROR
487(359(861= ERROR
719)985-149= ERROR
903+606+801= 2310
644*38*818= 20018096
79+490+751= 1320
296(945*65= ERROR
637-955-403= -721
64*406)74= ERROR
559-736+549= 372
928+883-709= 1102
782)898+558= ERROR
827-387-40= 400
301+120(948= ERROR
689(628-842= ERROR
851-942+667= 576
857+904*857= 775585
615+626-756= 485
867(125-883= ERROR
403-881-140= -618
246(42(157= ERROR
136-434*836= -362688
276+51-498= -171
914*618)822= ERROR
748*270)992= ERROR
673*713*444= 213052956
41+841*88= 74049
875+227-340= 762
133+349-366= 116
165*717)763= ERROR
238+694+618= 1550
577(66*735= ERROR
84(669*243= ERROR
79*514(19= ERROR
617*69-672= 41901
492-458(110= ERROR
6*333*105= 209790
723(156-789= ERROR
874-197+297= 974
496+166+135= 797
988+964(353= ERROR
362*540)312= ERROR
418(526-762= ERROR
360)490+960= ERROR
29*788-124= 22728
366)840-692= ERROR
833*434+188= 361710
879+203+735= 1817
178(558*836= ERROR
821(236+541= ERROR
780*568*337= 149304480
222*963(185= ERROR
821)496*543= ERROR
955+844*754= 637331
117(149-960= ERROR
456-953+117= -380
762+37-622= 177
797)775+83= ERROR
177(449)5= ERROR
151(323)946= ERROR
351+592)990= ERROR
297-817-646= -1166
865*474+870= 410880
258(283+789= ERROR
434*521*623= 140869022
417*911)610= ERROR
736-990+222= -32
288)357)786= ERROR
982)244+90= ERROR
93(699-594= ERROR
205-634+32= -397
692*360(953= ERROR
811(743*172= ERROR
278(852*672= ERROR
267*375+138= 100263
744-343*675= -230781
155(743-521= ERROR
561+19)444= ERROR
462+952)893= ERROR
373+349(929= ERROR
567+748*929= 695459
945(913)67= ERROR
176(330*641= ERROR
703*589)208= ERROR
440(323*93= ERROR
55+43+952= 1050
754-445-569= -260
603+306)861= ERROR
535)454*512= ERROR
211*82-249= 17053
301)357)914= ERROR
787+385*534= 206377
486-973*630= -612504
118-276)439= ERROR
255)594(825= ERROR
43*129+619= 6166
396+973*806= 784634
168*248(583= ERROR
230+835-269= 796
431)699*319= ERROR
369(876+184= ERROR
918+602)264= ERROR
816(394*11= ERROR
470(468)375= ERROR
154*963*612= 90760824
590*126)756= ERROR
293*871)867= ERROR
886+931)264= ERROR
250+821-625= 446
509+509-7= 1011
280(83)403= ERROR
462(754*903= ERROR
703)888(922= ERROR
413*343)807= ERROR
211(960+427= ERROR
911)678)216= ERROR
875+385*611= 236110
555)578(153= ERROR
114(471+203= ERROR
593)876*308= ERROR
130-128(898= ERROR
577*829*34= 16263322
252(74)35= ERROR
259*591+433= 153502
140-796-154= -810
711(42(897= ERROR
122+703-995= -170
351*179)209= ERROR
570*256(750= ERROR
91+479(678= ERROR
336-754)894= ERROR
327+886+300= 1513
870-345)152= ERROR
893*747(748= ERROR
112(587-592= ERROR
16-370-251= -605
918-260(492= ERROR
757*770*537= 313011930
936(499-851= ERROR
338+816+289= 1443
219-743+163= -361
27+857+817= 1701
331-89+128= 370
992*202-216= 200168
747)673-971= ERROR
78)349*342= ERROR
215)593+178= ERROR
987+198*671= 133845
915+34+204= 1153
861+333-463= 731
916-591)37= ERROR
717+14(113= ERROR
53)995*344= ERROR
368-131(307= ERROR
351(565*794= ERROR
736+267+126= 1129
471(671)555= ERROR
406+224*726= 163030
102*732-344= 74320
81+688)215= ERROR
103)954*117= ERROR
178(561-524= ERROR
818(896)125= ERROR
416*714+367= 297391
200+49*686= 33814
490(244*171= ERROR
554+55+94= 703
266)446-695= ERROR
473-74*966= -71011
133*350(730= ERROR
929+251-204= 976
586*115)266= ERROR
447)716*275= ERROR
680(142(511= ERROR
961*544)262= ERROR
394)40+688= ERROR
645*540(650= ERROR
613(208+989= ERROR
990+222+665= 1877
915(427-593= ERROR
143+586+839= 1568
762(634)190= ERROR
488*991)244= ERROR
71)982-360= ERROR
580-951(906= ERROR
611(398(143= ERROR
258)746+749= ERROR
690(912*585= ERROR
917(901(797= ERROR
921-774+690= 837
294*135)725= ERROR
497(914-575= ERROR
322(627(569= ERROR
979-927*648= -599717
541+991-909= 623
996*67*499= 33299268
383*778*51= 15196674
824*467)816= ERROR
147*208*204= 6237504
454-421(238= ERROR
169)371(639= ERROR
714(62-375= ERROR
614+205(384= ERROR
489-862(367= ERROR
322(696)828= ERROR
416)551)574= ERROR
744(395)545= ERROR
724*419+8= 303364
213*650(796= ERROR
813)251)296= ERROR
557+354+46= 957
141+735-191= 685
548(435-21= ERROR
358*784(966= ERROR
935-4*317= -333
859)557*46= ERROR
736(383+234= ERROR
875(447+891= ERROR
923+205-685= 443
414*510-812= 210328
12-702(207= ERROR
426)9*751= ERROR
173(798-481= ERROR
964(97-611= ERROR
138+982(182= ERROR
417*295-913= 122102
858*717-256= 614930
406-54)840= ERROR
331)725+918= ERROR
593*434)811= ERROR
501(155+46= ERROR
210(656+942= ERROR
873*801(375= ERROR
554+553-891= 216
523-880(475= ERROR
727*244-309= 177079
302(262*552= ERROR
255*857+965= 219500
266(970+384= ERROR
581-145+603= 1039
684(476)644= ERROR
957*299*53= 15165579
375)902*923= ERROR
622)386*972= ERROR
426)939(37= ERROR
840)215-746= ERROR
847)169(292= ERROR
763(747-491= ERROR
262-662+691= 291
209+73-557= -275
877-757*820= -619863
726)910*836= ERROR
998)623)993= ERROR
994)824-224= ERROR
294)936(666= ERROR
886*19-864= 15970
891)548*705= ERROR
647(85+493= ERROR
122(684(971= ERROR
532+412(332= ERROR
344-844*590= -497616
782*554-767= 432461
966)863+310= ERROR
365+98*590= 58185
372+694*330= 229392
190+368+938= 1496
122(604(31= ERROR
89+772*56= 43321
225)463(467= ERROR
688)496+811= ERROR
203+326)935= ERROR
44+687*698= 479570
65(82(528= ERROR
396)824-153= ERROR
201-602*977= -587953
986+275)985= ERROR
142-769(963= ERROR
343*631+956= 217389
800+658)861= ERROR
985)518-284= ERROR
977)376(988= ERROR
27-687*119= -81726
330(217)724= ERROR
277(417)174= ERROR
809*924)425= ERROR
969(271+86= ERROR
960)529+305= ERROR
201-900-996= -1695
213*323+907= 69706
239+184*952= 175407
630(403*501= ERROR
36*535)80= ERROR
762)238+624= ERROR
89*234-307= 20519
125(40(649= ERROR
41-630)474= ERROR
795(729*641= ERROR
844+784+572= 2200
652*608-51= 396365
864)756+520= ERROR
5+130+840= 975
580+450-327= 703
20+899+362= 1281
736)21(160= ERROR
270-141*855= -120285
106(666(991= ERROR
208+795(582= ERROR
315*26)54= ERROR
791)982*221= ERROR
605)323+496= ERROR
637)179*415= ERROR
116-599(723= ERROR
